Source,Target,Type,Id,Label,Weight
Анализ конкурентной среды,Подготовка коммерческих предложений,Undirected,4118,,1
Microsoft Visio,Знание английского языка,Undirected,4119,,8
Разработка пользовательских сценариев,Самоорганизованность,Undirected,4120,,3
Продажи,Продажи,Undirected,4121,,283
Аналитическое мышление,Лидерство и управление персоналом,Undirected,4122,,100
Microsoft Excel,Конструирование и сборка электроприборов,Undirected,4123,,1
CorelDRAW,Проведение интервью,Undirected,4124,,2
Работа в команде,Знание русского языка,Undirected,4125,,3
Работа с поставщиками,Коучинг и проведение тренингов,Undirected,4126,,1
Microsoft PowerPoint,Конструирование и сборка электроприборов,Undirected,4127,,1
Медиалогия,Работа с системами мониторинга,Undirected,4128,,2
Конструирование и сборка электроприборов,Управление рисками,Undirected,4129,,6
Управление рисками,Знание английского языка,Undirected,4130,,6
Проведение закупок,Лидерство и управление персоналом,Undirected,4131,,2
Продажи,Составление договоров,Undirected,4132,,7
Работа с Low-code инструментами,Информационная грамотность,Undirected,4133,,1
Организаторские навыки,Работа с конфликтами,Undirected,4134,,3
UML,Аналитическое мышление,Undirected,4135,,6
Работа с подрядчиками,Управление проектами,Undirected,4136,,2
Мобильная разработка (IOS),Самоорганизованность,Undirected,4137,,1
Знание основ в области маркетинга,Разработка стратегии,Undirected,4138,,149
Анализ конкурентной среды,Аналитическое мышление,Undirected,4139,,132
Анализ рынка,Анализ ценообразования,Undirected,4140,,55
Управление продуктом,Разработка нормативной документации,Undirected,4141,,7
Oracle Database,Критическое мышление,Undirected,4142,,2
Научно-исследовательская работа,Параллельное программирование,Undirected,4143,,1
Применение методов BTL,Коучинг и проведение тренингов,Undirected,4144,,1
Контроль качества,Консультирование и ведение клиентов,Undirected,4145,,2
Битрикс,Самоорганизованность,Undirected,4147,,10
Продажи,Консультирование и ведение клиентов,Undirected,4148,,47
Управление продуктом,Внимательность,Undirected,4149,,3
Анализ данных,"Знание, соблюдение и обеспечение техники безопасности",Undirected,4150,,4
Применение метода Customer Development,Ведение отчетности,Undirected,4151,,1
QA / Тестирование,Знания в области социальной психологии,Undirected,4152,,2
Microsoft Power BI,Создание презентационных материалов,Undirected,4153,,16
Adobe Photoshop,Canva,Undirected,4154,,1
Поисковая оптимизация сайтов (SEO),Веб-дизайн,Undirected,4155,,4
Логическое мышление,Целеустремленность и работоспособность,Undirected,4156,,22
Microsoft PowerPoint,Базовая инструментальная грамотность,Undirected,4157,,38
Базовые знания ПК,Юридическое сопровождение,Undirected,4158,,2
Анализ рынка,Аналитическое мышление,Undirected,4159,,155
Бюджетирование,Продвижение продукта,Undirected,4160,,4
Проведение закупок,Базовая инструментальная грамотность,Undirected,4161,,5
Выполнение производственного технического контроля,Анализ ценообразования,Undirected,4162,,1
Продвижение продукта,Консультирование и ведение клиентов,Undirected,4163,,2
Business studio,Microsoft Outlook,Undirected,4164,,2
Google Analytics,Microsoft Visio,Undirected,4166,,1
Коммуникативная грамотность,Бюджетирование,Undirected,4167,,35
Анализ рынка,Ведение отчетности,Undirected,4168,,18
Научно-исследовательская работа,Целеустремленность и работоспособность,Undirected,4169,,106
Консультирование и ведение клиентов,Технический перевод,Undirected,4170,,1
MATLAB,Simulink,Undirected,4171,,1
Веб-аналитика,Коммуникативная грамотность,Undirected,4172,,5
Анализ инвестиционных проектов,Управление продуктом,Undirected,4173,,2
Продажи,Google Analytics,Undirected,4174,,20
Финансовый анализ,Многозадачность,Undirected,4175,,1
Microsoft Visio,Продажи,Undirected,4176,,3
Microsoft Office,Управление брендом,Undirected,4177,,1
Знания в области материаловедения,Знания в области химической технологии,Undirected,4178,,2
Умение мотивировать и адаптировать персонал,Работа в команде,Undirected,4179,,9
Python,Системный анализ,Undirected,4180,,1
Работа с ERP-системами,Аналитическое мышление,Undirected,4181,,6
Информационная грамотность,Самоорганизованность,Undirected,4182,,47
Маркетинг,Аналитическое мышление,Undirected,4183,,14
UI/UX Дизайн,Разработка стратегии,Undirected,4185,,8
Microsoft Excel,Продвижение продукта,Undirected,4186,,1
Adobe Photoshop,Базовые знания ПК,Undirected,4187,,3
Adobe Photoshop,Подготовка пресс-релизов,Undirected,4189,,4
Управление проектами,Разработка и внедрение системы KPI,Undirected,4190,,3
Работа в команде,Взаимодействие с клиентами и заказчиками,Undirected,4191,,5
"Ремонт гаджетов, бытовой техники и оргтехники",Информационная грамотность,Undirected,4193,,1
QA / Тестирование,Управление лояльностью клиентов,Undirected,4194,,2
Javascript,Аналитическое мышление,Undirected,4195,,9
Химический анализ,Управление и планирование продаж,Undirected,4196,,2
Confluence,Знание базовых принципов разработки,Undirected,4197,,7
Выполнение производственного технического контроля,Работа в команде,Undirected,4198,,8
Коммуникативная грамотность,Проведение лабораторной диагностики,Undirected,4199,,5
SWOT- и PEST-анализ,Анализ рынка,Undirected,4200,,27
BPMN,Разработка проектной документации,Undirected,4201,,4
Управление продуктом,Применение метода Customer Development,Undirected,4202,,37
Обслуживание клиентов банка,Анализ данных,Undirected,4203,,4
1С: ERP,Разработка программного обеспечения,Undirected,4204,,2
Применение метода Customer Development,Проведение маркетинговых исследований,Undirected,4205,,13
Написание и редактирование текстов,Организация и управление бизнес-процессами,Undirected,4206,,1
Логическое мышление,Ответственность и проактивность,Undirected,4207,,1
Проведение закупок,Работа с поставщиками,Undirected,4208,,2
Разработка стратегии,Самоорганизованность,Undirected,4209,,10
Научно-исследовательская работа,Критическое мышление,Undirected,4210,,10
Microsoft PowerPoint,Аналитическое мышление,Undirected,4211,,81
Научно-исследовательская работа,Знания в области электротехники,Undirected,4212,,22
BPMN,Microsoft Power BI,Undirected,4213,,2
Работа с маркетплейсами,Организация и управление бизнес-процессами,Undirected,4214,,13
Microsoft Office,Лидерство,Undirected,4215,,5
Google Sheets,Работа в команде,Undirected,4216,,7
Работа в системах управления проектами,Оценка эффективности рекламных инструментов,Undirected,4217,,4
Разработка айдентики бренда,Научно-исследовательская работа,Undirected,4218,,2
Мобильная разработка (Android),Логическое мышление,Undirected,4219,,1
Научно-исследовательская работа,Производственное планирование,Undirected,4220,,1
Знание английского языка,Прототипирование,Undirected,4221,,2
Поиск и привлечение новых клиентов,Управление лояльностью клиентов,Undirected,4222,,4
Hadoop,Информационная грамотность,Undirected,4223,,1
Microsoft Project,Аналитическое мышление,Undirected,4224,,5
Работа в системах управления проектами,Веб-дизайн,Undirected,4225,,1
Продажи,Коучинг и проведение тренингов,Undirected,4227,,30
Математический анализ,Системное и интегративное мышление,Undirected,4228,,2
Параллельное программирование,Чтение технической документации,Undirected,4229,,1
Проведение маркетинговых исследований,Управление проектами,Undirected,4230,,428
Битрикс,Бюджетирование,Undirected,4231,,6
Управление производством,Лидерство и управление персоналом,Undirected,4232,,8
Управление проектами,Знание базовых принципов разработки,Undirected,4233,,12
Знание нормативно-правовых документов,Управление проектами,Undirected,4234,,15
Знание основ в области маркетинга,Базовые знания ПК,Undirected,4235,,13
Научно-исследовательская работа,Обслуживание клиентов банка,Undirected,4236,,16
MySQL,Аудит информационных систем и безопасности,Undirected,4237,,1
Знание основ в области маркетинга,Веб-дизайн,Undirected,4238,,2
Знание банковских продуктов и услуг,Анализ продукта,Undirected,4239,,2
IBM SPSS Statistics,Работа в команде,Undirected,4240,,3
Обслуживание клиентов банка,Статистическая обработка данных,Undirected,4241,,2
Базовая инструментальная грамотность,Информационная грамотность,Undirected,4242,,98
UML,Информационная грамотность,Undirected,4243,,5
Лидерство,Внимательность,Undirected,4245,,3
Ведение финансовой отчетности,Публичные выступления и проведение презентаций,Undirected,4246,,2
Управление продуктом,Анализ конкурентной среды,Undirected,4247,,72
Маркировка,Системное и интегративное мышление,Undirected,4248,,2
Информационная грамотность,Управление лояльностью клиентов,Undirected,4250,,1
Управление проектами,Анализ продукта,Undirected,4251,,4
Работа с Low-code инструментами,Управление проектами,Undirected,4252,,1
Tableau,Многозадачность,Undirected,4253,,1
Сбор и анализ требований,Информационная грамотность,Undirected,4254,,6
WordPress,Знание основ в области маркетинга,Undirected,4255,,4
1С,Научно-исследовательская работа,Undirected,4256,,4
Обучаемость и адаптивность,Создание промо-роликов и анонсов,Undirected,4257,,2
Клиентоориентированность,Работа в команде,Undirected,4258,,10
Confluence,Figma,Undirected,4260,,2
Битрикс,Разработка нормативной документации,Undirected,4261,,3
Microsoft Office,Разработка маркетинговых стратегий,Undirected,4262,,2
Коммуникативная грамотность,Статистическая обработка данных,Undirected,4263,,19
Анализ потребителей,Информационная грамотность,Undirected,4264,,10
Google Sheets,Логическое мышление,Undirected,4265,,6
Анализ инвестиционных проектов,Создание презентационных материалов,Undirected,4266,,1
Продажи,Базовая инструментальная грамотность,Undirected,4267,,46
Создание презентационных материалов,Информационная грамотность,Undirected,4268,,86
Маркетинг,Самостоятельность,Undirected,4269,,1
Microsoft Dynamics AX,Оптимизация бизнес-процессов,Undirected,4270,,6
Логическое мышление,Продажи,Undirected,4271,,38
PostgreSQL,RabbitMQ,Undirected,4272,,1
Анализ данных,Обучаемость и адаптивность,Undirected,4273,,15
UML,Веб-аналитика,Undirected,4274,,4
Маркетинг,Логическое мышление,Undirected,4275,,1
Работа в команде,Информационная грамотность,Undirected,4276,,124
UML,Формирование технических заданий,Undirected,4277,,20
Анализ ценообразования,Работа в команде,Undirected,4278,,16
WordPress,Подготовка пресс-релизов,Undirected,4279,,2
Организация PR-кампаний,Разработка стратегии,Undirected,4280,,1
Написание статей,Проведение интервью,Undirected,4281,,6
Моделирование рисков,Ведение отчетности,Undirected,4282,,3
CorelDRAW,Организаторские навыки,Undirected,4283,,2
Разработка PR стратегии,Разработка стратегии,Undirected,4284,,1
Управление продуктом,Поиск и привлечение новых клиентов,Undirected,4285,,3
Проектно-конструкторская деятельность,Разработка проектной документации,Undirected,4286,,5
Microsoft Office,Формирование технических заданий,Undirected,4287,,1
Базовые знания ПК,Анализ потребителей,Undirected,4288,,3
Научно-исследовательская работа,Управление брендом,Undirected,4289,,65
Научно-исследовательская работа,Управление производством,Undirected,4291,,28
Научно-исследовательская работа,Проведение закупок,Undirected,4292,,10
Организаторские навыки,Упаковка товаров,Undirected,4293,,5
Управление продуктом,Git,Undirected,4294,,2
Git,Самоорганизованность,Undirected,4295,,3
Проведение A/B тестирования,Научно-исследовательская работа,Undirected,4296,,35
SWOT- и PEST-анализ,Создание презентационных материалов,Undirected,4297,,12
Google AdWords,Проведение маркетинговых исследований,Undirected,4298,,4
"Знание, соблюдение и обеспечение пожарной безопасности",Информационная грамотность,Undirected,4299,,4
Работа с инвесторами,Ведение отчетности,Undirected,4301,,3
Научно-исследовательская работа,Учет товарно-материальных ценностей,Undirected,4302,,4
Разработка маркетинговых стратегий,Информационная грамотность,Undirected,4304,,40
Финансовый анализ,Системное и интегративное мышление,Undirected,4305,,6
amoCRM,Разработка стратегии,Undirected,4306,,1
Бюджетирование,Организация и управление бизнес-процессами,Undirected,4309,,15
"Ремонт гаджетов, бытовой техники и оргтехники",Системный анализ,Undirected,4310,,1
Microsoft PowerPoint,Microsoft Office,Undirected,4311,,9
Администрирование сайтов,Написание и редактирование текстов,Undirected,4312,,6
Знание английского языка,Инициативность,Undirected,4313,,6
Анализ ценообразования,Учет товарно-материальных ценностей,Undirected,4314,,8
Работа с инвесторами,Креативное мышление,Undirected,4315,,1
Коучинг и проведение тренингов,Работа с конфликтами,Undirected,4316,,2
Финансовый анализ,Работа с жилой недвижимостью,Undirected,4317,,1
Работа в CRM-системах,Формирование технических заданий,Undirected,4318,,3
Анализ рынка,Управленческое консультирование,Undirected,4319,,21
Работа с поставщиками,Ведение отчетности,Undirected,4320,,1
Организаторские навыки,Организаторские навыки,Undirected,4322,,42
Научно-исследовательская работа,Лидерство,Undirected,4323,,26
Ответственность и проактивность,Анализ конкурентной среды,Undirected,4324,,13
Анализ ценообразования,Экономический анализ,Undirected,4325,,6
Анализ конкурентной среды,Управление и планирование продаж,Undirected,4326,,27
Составление карты пути клиента (CJM),Консультирование и ведение клиентов,Undirected,4327,,2
Работа с биржами,Обслуживание клиентов банка,Undirected,4329,,6
Навыки работы с каналами сбыта продукции,Продвижение продукта,Undirected,4330,,4
Консультирование и ведение клиентов,Анализ потребителей,Undirected,4331,,5
Конструирование и сборка электроприборов,Информационная грамотность,Undirected,4332,,1
Знание нормативно-правовых документов,Информационная грамотность,Undirected,4333,,3
WordPress,Формирование технических заданий,Undirected,4334,,2
Написание и редактирование текстов,Взаимодействие с клиентами и заказчиками,Undirected,4335,,1
Работа с автоматизированными системами управления,Чтение технической документации,Undirected,4336,,1
Применение метода Customer Development,Логическое мышление,Undirected,4337,,1
Анализ инвестиционных проектов,Базовая инструментальная грамотность,Undirected,4338,,2
Коммуникативная грамотность,Публичные выступления и проведение презентаций,Undirected,4339,,251
Формирование технических заданий,Чтение технической документации,Undirected,4340,,2
Управление брендом,Упаковка товаров,Undirected,4341,,1
Microsoft Access,Microsoft Access,Undirected,4342,,1
Коммуникативная грамотность,Работа с поставщиками,Undirected,4343,,9
Разработка 1С,Разработка программного обеспечения,Undirected,4344,,2
Применение методов BTL,Microsoft Excel,Undirected,4345,,1
Знание основ в области маркетинга,HTML/CSS,Undirected,4347,,1
Google Docs,Проведение маркетинговых исследований,Undirected,4348,,5
Аналитическое мышление,Мониторинг СМИ,Undirected,4349,,2
Oracle Database,UML,Undirected,4350,,5
Microsoft Dynamics AX,Консультирование и ведение клиентов,Undirected,4351,,2
Научно-исследовательская работа,Провизорская деятельность,Undirected,4352,,4
Проведение интервью,Управление проектами,Undirected,4353,,76
Business studio,Microsoft Dynamics AX,Undirected,4354,,2
Продвижение в социальных сетях,Стрессоустойчивость,Undirected,4355,,6
Разработка пользовательских сценариев,Креативное мышление,Undirected,4357,,11
Анализ данных,Анализ потребителей,Undirected,4358,,6
Javascript,Научно-исследовательская работа,Undirected,4359,,10
Работа в CRM-системах,Анализ рынка,Undirected,4360,,1
SWOT- и PEST-анализ,Экономический анализ,Undirected,4362,,4
IBM SPSS Statistics,Креативное мышление,Undirected,4363,,4
Взаимодействие с клиентами и заказчиками,Взаимодействие с клиентами и заказчиками,Undirected,4364,,2
Знание базовых принципов разработки,Системный анализ,Undirected,4365,,8
Продвижение в социальных сетях,Создание презентационных материалов,Undirected,4367,,4
Знание английского языка,Знание основ в области маркетинга,Undirected,4368,,19
Управление производством,SWOT- и PEST-анализ,Undirected,4369,,1
Работа с маркетплейсами,Анализ данных,Undirected,4370,,25
Управленческое консультирование,Лидерство и управление персоналом,Undirected,4371,,16
Анализ рынка,Работа с инвесторами,Undirected,4372,,6
Проведение закупок,Разработка маркетинговых стратегий,Undirected,4373,,2
Анализ продаж,Microsoft Excel,Undirected,4374,,13
Power Query,Бюджетирование,Undirected,4375,,1
Умение мотивировать и адаптировать персонал,Лидерство и управление персоналом,Undirected,4376,,38
Веб-аналитика,Разработка проектной документации,Undirected,4377,,5
Продвижение продукта,Упаковка товаров,Undirected,4378,,2
Разработка нормативной документации,Чтение технической документации,Undirected,4379,,1
Знание английского языка,Ведение отчетности,Undirected,4385,,7
Проведение лабораторной диагностики,Базовые знания ПК,Undirected,4386,,2
Аналитическое мышление,QA / Тестирование,Undirected,4389,,6
Figma,Прототипирование,Undirected,4390,,5
Работа с биржами,Qlik Sense,Undirected,4391,,2
Аналитическое мышление,Внимательность,Undirected,4392,,11
Организаторские навыки,Управление лояльностью клиентов,Undirected,4393,,11
Поиск и привлечение новых клиентов,Упаковка товаров,Undirected,4394,,2
UI/UX Дизайн,Создание презентационных материалов,Undirected,4396,,13
AutoCAD,Управление продуктом,Undirected,4397,,5
Power Query,Знание английского языка,Undirected,4399,,3
Мобильная разработка (IOS),Python,Undirected,4400,,1
Обучаемость и адаптивность,Целеустремленность и работоспособность,Undirected,4401,,14
Базовая инструментальная грамотность,Составление договоров,Undirected,4403,,6
Управление продуктом,Многозадачность,Undirected,4404,,45
Анализ организационной структуры,Научно-исследовательская работа,Undirected,4405,,4
Коммуникативная грамотность,Разработка маркетинговых стратегий,Undirected,4406,,86
Анализ рынка,Разработка маркетинговых стратегий,Undirected,4407,,60
Анализ продаж,Организация и контроль промо-акций,Undirected,4408,,4
Tableau,Анализ продукта,Undirected,4409,,1
Oracle Database,Системный анализ,Undirected,4410,,5
Анализ рынка,Системный анализ,Undirected,4411,,7
Знание основ в области маркетинга,Целеустремленность и работоспособность,Undirected,4412,,13
Работа в системах управления проектами,Разработка проектной документации,Undirected,4413,,3
Мобильная разработка (IOS),Логическое мышление,Undirected,4414,,1
Figma,Управление проектами,Undirected,4415,,16
Знание нормативно-правовых документов,Лидерство и управление персоналом,Undirected,4416,,2
"Знание, соблюдение и обеспечение техники безопасности",Лидерство и управление персоналом,Undirected,4417,,2
Управление проектами,Формирование технических заданий,Undirected,4418,,168
Ведение отчетности,Формирование технических заданий,Undirected,4419,,1
Разработка пользовательских сценариев,QA / Тестирование,Undirected,4421,,4
Численные расчеты,Лидерство и управление персоналом,Undirected,4422,,1
Анализ потребителей,Создание презентационных материалов,Undirected,4423,,3
Управление лояльностью клиентов,Управление лояльностью клиентов,Undirected,4424,,2
Чтение технической документации,Информационная грамотность,Undirected,4425,,4
Управление брендом,Стрессоустойчивость,Undirected,4426,,2
Google Docs,Анализ рынка,Undirected,4427,,4
Microsoft PowerPoint,UI/UX Дизайн,Undirected,4428,,10
Применение метода Customer Development,Системное и интегративное мышление,Undirected,4430,,2
Организаторские навыки,Работа с инвесторами,Undirected,4431,,4
Анализ рынка,Оценка стоимости имущества,Undirected,4432,,1
Написание и редактирование текстов,Разработка маркетинговых стратегий,Undirected,4433,,4
Работа в CRM-системах,Научно-исследовательская работа,Undirected,4434,,23
Google AdWords,Анализ рынка,Undirected,4435,,4
Продажи,Анализ рынка,Undirected,4436,,166
Применение метода Customer Development,Управление проектами,Undirected,4437,,21
Работа в системах управления проектами,Microsoft Power BI,Undirected,4439,,8
UI/UX Дизайн,Публичные выступления и проведение презентаций,Undirected,4440,,13
Python,Управление рисками,Undirected,4441,,4
Креативное мышление,Разработка маркетинговых стратегий,Undirected,4442,,17
Power Query,Анализ данных,Undirected,4443,,7
Microsoft Power BI,Tableau,Undirected,4444,,1
Microsoft Excel,Логическое мышление,Undirected,4445,,21
Google Docs,Подбор персонала,Undirected,4446,,2
Tableau,Аналитическое мышление,Undirected,4447,,1
Python,Ведение отчетности,Undirected,4449,,4
GameDev,Креативное мышление,Undirected,4450,,3
Стрессоустойчивость,Организаторские навыки,Undirected,4451,,7
SWOT- и PEST-анализ,Лидерство,Undirected,4452,,4
Работа в команде,Разработка сметной документации,Undirected,4453,,1
Работа с ERP-системами,Системное и интегративное мышление,Undirected,4454,,1
Обеспечение информационной безопасности,Обеспечение информационной безопасности,Undirected,4455,,1
SWOT- и PEST-анализ,Веб-аналитика,Undirected,4456,,9
Управление продуктом,Работа с биржами,Undirected,4458,,2
Битрикс,Работа с конфликтами,Undirected,4459,,3
Организаторские навыки,Спектроскопический анализ,Undirected,4460,,4
Креативное мышление,Организация и проведение рекламных кампаний,Undirected,4461,,4
Продажи,Работа в CRM-системах,Undirected,4462,,23
Научно-исследовательская работа,Медиапланирование,Undirected,4463,,11
Microsoft Excel,QA / Тестирование,Undirected,4464,,4
Продвижение продукта,Внимательность,Undirected,4465,,3
Проведение инвестиционных операций,Создание презентационных материалов,Undirected,4466,,1
Научно-исследовательская работа,Разработка стратегии,Undirected,4468,,106
Управление брендом,Лидерство и управление персоналом,Undirected,4469,,15
Создание презентационных материалов,Упаковка товаров,Undirected,4470,,2
Google Docs,Научно-исследовательская работа,Undirected,4471,,9
Продажи,Анализ потребителей,Undirected,4473,,23
Системное и интегративное мышление,Управление и планирование продаж,Undirected,4474,,18
Microsoft PowerPoint,Визуализация данных,Undirected,4475,,1
Продажи,Анализ финансово-хозяйственной деятельности,Undirected,4476,,16
Управленческое консультирование,QA / Тестирование,Undirected,4477,,4
Креативное мышление,Оптимизация бизнес-процессов,Undirected,4478,,1
Экономический анализ,Коммуникативная грамотность,Undirected,4479,,13
Мобильная разработка (IOS),Работа в команде,Undirected,4480,,2
Знание английского языка,Оптимизация бизнес-процессов,Undirected,4481,,10
Анализ рынка,Логическое мышление,Undirected,4482,,17
Microsoft Outlook,Информационная грамотность,Undirected,4483,,1
Машинное обучение,Microsoft Power BI,Undirected,4484,,4
Коммуникативная грамотность,Организация учебного процесса,Undirected,4485,,1
Обеспечение информационной безопасности,Управление рисками,Undirected,4486,,1
Коммуникативная грамотность,Информационная грамотность,Undirected,4487,,313
Разработка пользовательских сценариев,Разработка стратегии,Undirected,4489,,3
Анализ потребителей,Microsoft Power BI,Undirected,4490,,1
BPMN,Проведение маркетинговых исследований,Undirected,4491,,8
Управленческое консультирование,Целеустремленность и работоспособность,Undirected,4492,,3
Работа в LMS-системах,SWOT- и PEST-анализ,Undirected,4493,,3
Умение принимать решения,Лидерство и управление персоналом,Undirected,4494,,4
Управленческое консультирование,Расчетно-кассовое и операционное обслуживание,Undirected,4497,,1
BPMN,Публичные выступления и проведение презентаций,Undirected,4498,,7
Составление карты пути клиента (CJM),Креативное мышление,Undirected,4499,,5
Проведение процедуры банкротства,Лидерство и управление персоналом,Undirected,4500,,1
1С,Организация и проведение рекламных кампаний,Undirected,4501,,3
Microsoft Excel,Формирование технических заданий,Undirected,4502,,1
API,"Ремонт гаджетов, бытовой техники и оргтехники",Undirected,4503,,1
API,Разработка программного обеспечения,Undirected,4505,,2
Научно-исследовательская работа,Оценка стоимости имущества,Undirected,4506,,4
Визуализация данных,Информационная грамотность,Undirected,4507,,1
Проведение закупок,Поиск и привлечение новых клиентов,Undirected,4508,,2
Анализ данных,Умение преподавать,Undirected,4509,,5
UI/UX Дизайн,Знание банковских продуктов и услуг,Undirected,4510,,2
Аналитическое мышление,Работа с инвесторами,Undirected,4511,,8
amoCRM,Анализ конкурентной среды,Undirected,4512,,1
GetCourse,Самоорганизованность,Undirected,4513,,1
Продвижение продукта,Разработка стратегии,Undirected,4515,,72
Аналитическое мышление,Управленческое консультирование,Undirected,4516,,39
Упаковка товаров,Управление проектами,Undirected,4517,,3
QUIK,Базовая инструментальная грамотность,Undirected,4519,,2
Анализ потребителей,Microsoft Excel,Undirected,4520,,1
Работа с автоматизированными системами управления,Управление проектами,Undirected,4521,,10
Яндекс.Директ,Проведение маркетинговых исследований,Undirected,4522,,4
Конструирование и сборка электроприборов,Знания в области робототехники,Undirected,4523,,1
Microsoft Power BI,Визуализация данных,Undirected,4524,,1
Логическое мышление,Расчетно-кассовое и операционное обслуживание,Undirected,4525,,1
QA / Тестирование,Информационная грамотность,Undirected,4526,,5
Работа в системах управления проектами,Разработка программного обеспечения,Undirected,4527,,1
Ответственность и проактивность,Ведение отчетности,Undirected,4528,,4
Подготовка пресс-релизов,Обучаемость и адаптивность,Undirected,4529,,2
Продажи,Статистическая обработка данных,Undirected,4530,,3
Коммуникативная грамотность,Математическое моделирование,Undirected,4531,,1
WordPress,Публичные выступления и проведение презентаций,Undirected,4532,,2
Microsoft Office,Креативное мышление,Undirected,4533,,4
Работа с конфликтами,Системное и интегративное мышление,Undirected,4534,,3
Поисковая оптимизация сайтов (SEO),Логическое мышление,Undirected,4535,,11
Коммуникативная грамотность,Разработка конструкторской документации,Undirected,4536,,6
Adobe Photoshop,Управление проектами,Undirected,4538,,9
Python,Организаторские навыки,Undirected,4539,,1
Simulink,Чтение технической документации,Undirected,4540,,1
Microsoft Excel,Oracle Database,Undirected,4542,,2
Microsoft Dynamics AX,Microsoft PowerPoint,Undirected,4543,,2
Ведение управленческой отчетности,Экономический анализ,Undirected,4544,,1
Аналитическое мышление,Управление и планирование продаж,Undirected,4545,,23
Умение преподавать,Microsoft Office,Undirected,4546,,5
Графический дизайн,Обучаемость и адаптивность,Undirected,4547,,4
Маркетинг,Знание английского языка,Undirected,4548,,3
Управление и планирование продаж,Внимательность,Undirected,4549,,2
Маркетинг,Научно-исследовательская работа,Undirected,4550,,28
AutoCAD,Microsoft Project,Undirected,4551,,5
Ведение отчетности,Разработка маркетинговых стратегий,Undirected,4552,,2
Google Docs,Ведение отчетности,Undirected,4553,,1
Ведение бухгалтерского учета,Ведение финансовой отчетности,Undirected,4554,,1
Работа в CRM-системах,Умение мотивировать и адаптировать персонал,Undirected,4555,,1
Организация и управление бизнес-процессами,Организация и управление бизнес-процессами,Undirected,4556,,88
Аналитическое мышление,Системный анализ,Undirected,4557,,14
Microsoft Dynamics AX,Аналитическое мышление,Undirected,4558,,4
Объектно-ориентированное программирование,Самоорганизованность,Undirected,4559,,2
Управление проектами,Купля-продажа финансовых активов,Undirected,4560,,4
BPMN,API,Undirected,4561,,18
SWOT- и PEST-анализ,SWOT- и PEST-анализ,Undirected,4562,,2
Клиентоориентированность,Управление и планирование продаж,Undirected,4563,,4
Python,Simulink,Undirected,4565,,1
Работа с маркетплейсами,Написание и редактирование текстов,Undirected,4566,,11
Анализ рынка,Бюджетирование,Undirected,4567,,9
Работа с Low-code инструментами,Коммуникативная грамотность,Undirected,4568,,1
Microsoft Excel,Python,Undirected,4569,,2
Взаимодействие с государственными контролирующими органами,Управление проектами,Undirected,4570,,1
Научно-исследовательская работа,Работа с поставщиками,Undirected,4571,,7
Microsoft Power BI,Логическое мышление,Undirected,4572,,7
Управление брендом,Настройка таргетированной рекламы,Undirected,4573,,6
WordPress,Администрирование сайтов,Undirected,4574,,2
Коучинг и проведение тренингов,Анализ ценообразования,Undirected,4575,,2
Битрикс,Базовая инструментальная грамотность,Undirected,4576,,10
Управление брендом,Разработка PR стратегии,Undirected,4577,,1
Анализ данных,Настройка таргетированной рекламы,Undirected,4578,,2
Составление карты пути клиента (CJM),Google Analytics,Undirected,4579,,3
Коммуникативная грамотность,Разработка проектной документации,Undirected,4580,,6
Microsoft PowerPoint,Разработка пользовательских сценариев,Undirected,4581,,4
Microsoft Power BI,Статистическая обработка данных,Undirected,4582,,6
Управленческое консультирование,Обучаемость и адаптивность,Undirected,4583,,1
Анализ продаж,Поиск и привлечение новых клиентов,Undirected,4584,,1
Microsoft Project,Составление договоров,Undirected,4585,,3
